CarId,Timestamp,Lng,Lat
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:30:35,104.05170708632299,30.666938006978295
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:30:36,104.05164722951105,30.666968108336782
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:30:39,104.05162727682071,30.66698813773421
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:30:42,104.05162727682071,30.66698813773421
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:30:45,104.05161730093654,30.666988156857556
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:30:48,104.05155744435935,30.667018258419965
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:30:51,104.05141778143802,30.667048513606037
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:30:54,104.05121826231036,30.667138858607007
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:30:57,104.05098881670251,30.66725924992409
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:00,104.05077932531415,30.66735961317497
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:03,104.05062968801813,30.66746985659063
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:06,104.05043017615431,30.66755021193598
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:09,104.0501807878252,30.66767064936664
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:12,104.04986157709078,30.667771236385924
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:15,104.04961219574207,30.667871687955998
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:35,104.04948251721736,30.6679519112894
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:37,104.04935284213131,30.66797216180781
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:40,104.04928300016886,30.668362129001125
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:43,104.04930294812115,30.668402071282372
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:46,104.04930294812115,30.668402071282372
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:49,104.04930294675954,30.66843205798932
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:52,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:55,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:31:58,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:01,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:04,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:07,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:10,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:13,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:16,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:19,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:22,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:25,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:28,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:31,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:34,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:37,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:41,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:43,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:46,104.04931291983425,30.66847202027168
06deacfdf1d84de5133f176fbc789a08,2018-11-05 00:32:49,104.04931291983425,30.66847202027168
