#,00f047d4fef27e3d9c8ad8dfc4408476_20181104233405_20181104234253,00f047d4fef27e3d9c8ad8dfc4408476,2018/11/04 23:34:05,2018/11/04 23:42:53,2.3461420610900605 km
2018/11/04 23:34:05,30.69578388072553,104.10534676355591,132317,30.69578300399891,104.10535050782104,0.3710456920650405,37.6281533654586
2018/11/04 23:34:08,30.695633930071608,104.10529675842263,132317,30.695632504075224,104.10530284848429,0.6035080394029886,54.97235317568105
2018/11/04 23:34:10,30.695483975441444,104.10523675103289,132317,30.695483879664156,104.10523697440507,0.02386592109259875,72.74421832263974
2018/11/04 23:34:11,30.695403996456424,104.10519674527718,132317,30.695406093261205,104.10519185633078,0.5223798745576479,82.40982091968777
2018/11/04 23:34:14,30.695114047343854,104.10498671029372,132317,30.6951111230316,104.10499159240806,0.5688987099465527,120.48965093730115
2018/11/04 23:34:17,30.694904078314952,104.10481668235212,132317,30.694901185336022,104.10482151265742,0.5628432786663846,148.93977621384064
2018/11/04 23:34:20,30.694694110447276,104.10464665577378,132317,30.69469124882281,104.10465143386467,0.5567546815908816,177.38976147914366
2018/11/04 23:34:23,30.694474148387272,104.10447663102217,132317,30.69447458419875,104.10447590433374,0.08471337503568264,206.75154194605375
2018/11/04 23:34:26,30.69434416781885,104.10436661516451,132317,30.694342702730296,104.10436906136204,0.2850405605688702,224.6237581685507
2018/11/04 23:34:29,30.69407421640167,104.10415658748907,132328,30.694075689474047,104.10415409954919,0.2888278183883553,19.021936720692338
2018/11/04 23:34:32,30.69390424513691,104.10401656973877,132328,30.693904139600868,104.10401674851023,0.020734161936179805,42.18125459830095
2018/11/04 23:34:35,30.693804263238768,104.10393656014534,132328,30.693804174072433,104.10393671132374,0.01752883419137725,55.67665657183298
2018/11/04 23:34:38,30.693574307233167,104.10375653990273,132328,30.69357586215346,104.10375391387424,0.304865285851514,86.49890955247358
2018/11/04 23:34:41,30.693394339486886,104.10360652367258,184979,30.693393514778876,104.10360791661033,0.16170664831925063,2.9140878493885682
2018/11/04 23:34:44,30.69321437597703,104.1034665100451,184979,30.693215191745715,104.10346513250587,0.1599304282362585,26.988391014197397
2018/11/04 23:34:47,30.69304441189545,104.10333649835952,184979,30.693047669492433,104.10333099663744,0.6387127584637408,49.604559911594166
2018/11/04 23:34:50,30.692934430369334,104.10323648896069,184979,30.692932889392402,104.10323909166307,0.30215033953732734,65.10033613366977
2018/11/04 23:34:53,30.692814495657768,104.10326649879248,176247,30.692855241769124,104.10329910522458,5.499852623837148,9.622833198492685
2018/11/04 23:34:56,30.692764554714792,104.10337651720805,176247,30.692795011762282,104.1034008900251,4.111052536848884,21.437028731681828
2018/11/04 23:34:59,30.692714604297063,104.10345653159324,132331,30.692738085882247,104.10348076494775,3.490950419942561,7.205813720461578
2018/11/04 23:35:02,30.692604715670875,104.10363656495987,132331,30.692612812529237,104.10364492095896,1.203735746633929,28.191874418647828
2018/11/04 23:35:05,30.692454860819446,104.10385660855401,132331,30.692453343693526,104.10385506862599,0.22391978426161213,54.991339317551336
2018/11/04 23:35:08,30.69230500081909,104.10405665081085,132331,30.69230333880268,104.10405496309293,0.24535040692493035,80.35960640477018
2018/11/04 23:35:11,30.692155146122058,104.10426669687723,132331,30.69214907441239,104.10426053371062,0.8961661343557347,106.44824747725629
2018/11/04 23:35:14,30.692005278293223,104.10443673701826,132331,30.69201184688689,104.10444340123517,0.9692967318572713,129.655694899047
2018/11/04 23:35:17,30.69190536958194,104.10455676590495,132331,30.69191752223917,104.10456909697129,1.7934057130851437,145.60756596138035
2018/11/04 23:35:20,30.691775490675667,104.10471680532531,132331,30.691793196344527,104.10473477195893,2.612947516650168,166.63316175303552
2018/11/04 23:35:23,30.69168557871613,104.10483683533757,132331,30.69170319282904,104.10485470941332,2.5994588701553876,181.85427666777736
2018/11/04 23:35:26,30.69154569835094,104.1049768728255,132331,30.69158306388276,104.10501479160494,5.514452474267619,202.17012339546676
2018/11/04 23:35:29,30.691355874093773,104.10519693221543,135763,30.69136893885864,104.10521872684363,2.5403745932793984,21.139787440822687
2018/11/04 23:35:32,30.691136045043088,104.10536698304412,135763,30.691152397288196,104.10539426202521,3.1796268551912727,50.490981076785715
2018/11/04 23:35:35,30.690976176913136,104.10550702494456,135763,30.690988689804186,104.1055277469317,2.4211626726758793,72.72345779101433
2018/11/04 23:35:38,30.690696407441965,104.10574709917536,135763,30.690704216937913,104.10576003102885,1.5110055987055468,111.3746588560575
2018/11/04 23:35:41,30.690506563945643,104.10590715031432,135763,30.69051233686446,104.1059167092042,1.1169194163623737,137.44533982883476
2018/11/04 23:35:44,30.690326712460195,104.1060571994302,135763,30.69033119408977,104.1060646199221,0.8670670158660188,162.05716333742532
2018/11/04 23:35:47,30.69013687094119,104.10621725288564,135763,30.690139314163947,104.10622129797689,0.47267133664553085,188.12785751916553
2018/11/04 23:35:50,30.68995701678495,104.10635730127252,135763,30.68996221391546,104.10636590780159,1.005603484218958,212.1904545414493
2018/11/04 23:35:53,30.689817140398866,104.10648734576756,135749,30.68981602649512,104.10648551253692,0.2146396689094417,6.232272298963239
2018/11/04 23:35:56,30.689717232401527,104.10658738017428,135749,30.68970884807474,104.10657358209382,1.615541736364397,20.82510888248544
2018/11/04 23:35:59,30.689627306253954,104.10665740545842,135749,30.689620489605314,104.10664618711284,1.3134880221866807,32.8555263441233
2018/11/04 23:36:02,30.689377515036597,104.10685747862216,135749,30.68937279889217,104.10684971699581,0.908757915026199,66.57979100279792
